Article Number,Name of the Offer,Card name,Card language,condition,auction date,number of bids,final bid,currency,shipping fee,seller,items sold by seller,images,local path,auction type,url
294691484115,1999 Pokemon German Falscher Professor Eich 1st Edition 1 Base Set 73/102 PSA 10,,,Gebraucht,2022-01-16 21:45:00,25,108.0,EUR,Kostenloser Versand,baseset,2552,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/108,00/1999 Pokemon German Falscher Professor Eich 1st Edition 1 Base Set 73/102 PSA 10",Auction,https://www.ebay.de/itm/294691484115?hash=item449cfb31d3:g:BywAAOSwmKNh1Y-n
185222405355,✅ PSA 10 GEM MINT & 1. Edition Jurob Base Set 1999 Pokémon Karte - low Pop 84,Seel,German,Gebraucht,2022-01-16 21:46:00,,115.0,EUR,4.99,fiasko59,27,[],,Preisvorschlag akzeptiert,https://www.ebay.de/itm/185222405355?hash=item2b201d9ceb:g:2gsAAOSwcrphwIK1
294691478938,1999 Pokemon German Glumanda 1st Edition Base Set 46/102 Pocket Monsters PSA 10,Charmander,German,Gebraucht,2022-01-16 21:51:00,56,311.0,EUR,Kostenloser Versand,baseset,2552,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Charmander/German/311,00/1999 Pokemon German Glumanda 1st Edition Base Set 46/102 Pocket Monsters PSA 10",Auction,https://www.ebay.de/itm/294691478938?hash=item449cfb1d9a:g:-0cAAOSwSsdh1Y69
294691488153,1999 Pokemon German Computersuche Trainer 1st Edition 1 Base Set 71/102 PSA 10,0,0,Gebraucht,2022-01-16 21:57:00,20,108.0,EUR,Kostenloser Versand,baseset,2552,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/108,00/1999 Pokemon German Computersuche Trainer 1st Edition 1 Base Set 71/102 PSA 10",Auction,https://www.ebay.de/itm/294691488153?hash=item449cfb4199:g:-ZsAAOSwl6dh1ZBd
294691490623,1999 Pokemon German Züchter Trainer 1st Edition 1 Zuchter Base Set 76/102 PSA 10,0,0,Gebraucht,2022-01-16 22:12:00,13,106.0,EUR,Kostenloser Versand,baseset,2552,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/106,00/1999 Pokemon German Züchter Trainer 1st Edition 1 Zuchter Base Set 76/102 PSA 10",Auction,https://www.ebay.de/itm/294691490623?hash=item449cfb4b3f:g:keAAAOSwkZBh1ZEr
294691492225,1999 Pokemon German Gore Trainer 1st Edition 1 Göre Base Set 75/102 PSA 10,,,Gebraucht,2022-01-16 22:21:00,10,99.0,EUR,Kostenloser Versand,baseset,2552,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/99,00/1999 Pokemon German Gore Trainer 1st Edition 1 Göre Base Set 75/102 PSA 10",Auction,https://www.ebay.de/itm/294691492225?hash=item449cfb5181:g:c8AAAOSwaJBh1ZGT
294691516796,1999 Pokemon German Digdiri 1st Edition 1 Base Set 19/102 PSA 10 Gem Mint,0,0,Gebraucht,2022-01-16 22:27:00,16,116.93,EUR,Kostenloser Versand,baseset,2552,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/116,93/1999 Pokemon German Digdiri 1st Edition 1 Base Set 19/102 PSA 10 Gem Mint",Auction,https://www.ebay.de/itm/294691516796?hash=item449cfbb17c:g:GZUAAOSw4hRh1ZOx
294691500148,1999 Pokemon German Detektor Trainer 1st Edition 1 Base Set 74/102 PSA 10,,,Gebraucht,2022-01-16 22:36:00,13,95.0,EUR,Kostenloser Versand,baseset,2552,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/95,00/1999 Pokemon German Detektor Trainer 1st Edition 1 Base Set 74/102 PSA 10",Auction,https://www.ebay.de/itm/294691500148?hash=item449cfb7074:g:Va0AAOSwbYNh1ZIB
115182193291,2000 Pokemon KOREAN 1st Edition Base Set Machamp Holo 8/102 PSA 10 GEM MINT,Machamp,English,Gebraucht,2022-01-17 13:52:00,,700.0,EUR,Kostenloser Versand,pokemonbaseset,719,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Machamp/English/700,00/2000 Pokemon KOREAN 1st Edition Base Set Machamp Holo 8/102 PSA 10 GEM MINT",Sofort-Kaufen,https://www.ebay.de/itm/115182193291?hash=item1ad164ca8b:g:YRgAAOSw5d5h5TLq
144295163615,Nidoran 55/102 1st Edition Base Set 1999 PSA 10 Pokemonkarte DE,0,0,0,2022-01-17 14:13:00,0,84.99,EUR,Kostenloser Versand,rainbowenergy_tcg,434,[],0,Sofort-Kaufen,https://www.ebay.de/itm/144295163615?hash=item2198a976df:g:dDYAAOSwWDZhlYCn
403372551015,✅ PSA 10 GEM MINT & 1. Edition Quapsel 59/102 Pokemon Karte Base Set 1999,Poliwag,German,Gebraucht,2022-01-17 15:49:00,,99.99,EUR,3.9,chillkroete93,168,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Poliwag/German/99,99/✅ PSA 10 GEM MINT & 1. Edition Quapsel 59/102 Pokemon Karte Base Set 1999",Sofort-Kaufen,https://www.ebay.de/itm/403372551015?hash=item5deae0ab67:g:ycsAAOSw2ZBhxMhF
144295152078,Feuer Energie 98/102 1st Edition Base Set 1999 PSA 10 Pokemonkarte DE,,,,2022-01-17 16:18:00,,84.99,EUR,Kostenloser Versand,rainbowenergy_tcg,434,[],,Sofort-Kaufen,https://www.ebay.de/itm/144295152078?hash=item2198a949ce:g:Gw4AAOSwn3VhlX2Z
144295163154,Sandan 62/102 1st Edition Base Set 1999 PSA 10 Pokemonkarte DE,Sandshrew,German,0,2022-01-17 16:18:00,0,84.99,EUR,Kostenloser Versand,rainbowenergy_tcg,434,[],0,Sofort-Kaufen,https://www.ebay.de/itm/144295163154?hash=item2198a97512:g:I~8AAOSwd-FhlYBn
313838428600,1999 Pokemon German Schiggy 1st Edition Base Set 63/102 Pocket Monsters PSA 10,Squirtle,German,Gebraucht,2022-01-18 09:29:00,,269.0,EUR,5.99,maximsi-34,15,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Squirtle/German/269,00/1999 Pokemon German Schiggy 1st Edition Base Set 63/102 Pocket Monsters PSA 10",Sofort-Kaufen,https://www.ebay.de/itm/313838428600?hash=item49123a61b8:g:~aEAAOSw-mJh5lfk
194497018367,Pokémon Portuguese - Tangela - 1st Edition Base Set PSA10 - Pop2,Tangela,English,Gebraucht,2022-01-18 11:02:00,,149.0,EUR,10,chromypawny,261,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Tangela/English/149,00/Pokémon Portuguese - Tangela - 1st Edition Base Set PSA10 - Pop2",Preisvorschlag akzeptiert,https://www.ebay.de/itm/194497018367?hash=item2d48ecf9ff:g:zSYAAOSw8DVhikXv
384673042632,Pokemon Base Set Quappo 1. Edition Deutsch/German Beckett 9 Mint / PSA 10,Poliwrath,German,Gebraucht,2022-01-18 16:53:00,23,251.0,EUR,Kostenloser Versand,cubuk-0,241,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Poliwrath/German/251,00/Pokemon Base Set Quappo 1. Edition Deutsch/German Beckett 9 Mint / PSA 10",Auction,https://www.ebay.de/itm/384673042632?hash=item59904cd0c8:g:nB4AAOSwr4Jhho~J
384681205591,Lotto Collezione Vintage Pokemon Japanese Holo EX Promo Base Set + Raichu PSA 10,Raichu,English,Gebraucht,2022-01-18 19:53:00,41,60.0,EUR,9.9,digitama_plaza,30,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Raichu/English/60,00/Lotto Collezione Vintage Pokemon Japanese Holo EX Promo Base Set + Raichu PSA 10",Auction,https://www.ebay.de/itm/384681205591?hash=item5990c95f57:g:w4AAAOSwWGdh4xbv
185258719267,PSA 10 SIGNED Sketch charizard Arita cp6 auto 1 first edition base set 20th 25th,Charizard,English,Gebraucht,2022-01-18 21:41:00,,2700.0,EUR,Kostenloser Versand,fredrickstoise,332,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Charizard/English/2.700,00/PSA 10 SIGNED Sketch charizard Arita cp6 auto 1 first edition base set 20th 25th",Sofort-Kaufen,https://www.ebay.de/itm/185258719267?hash=item2b2247b823:g:h~QAAOSwrKhh41In
165290092921,Pokemon Card Imakuni's Exploud EX Promo /T 024/T japanese magazine PSA10 Wizards,Exploud,English,Gebraucht,2022-01-19 19:07:00,,150.0,EUR,10,grablink,1762,[],,Preisvorschlag akzeptiert,https://www.ebay.de/itm/165290092921?hash=item267c0ea979:g:W1UAAOSwvGRh5wZ6
115192698314,💎PSA 10 ARCANINE 23/102 1st FIRST EDITION SET BASE ITALIANO 2000!,Arcanine,English,Brandneu,2022-01-19 22:42:00,41,161.0,EUR,15,amedeodibiase,1804,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Arcanine/English/161,00/💎PSA 10 ARCANINE 23/102 1st FIRST EDITION SET BASE ITALIANO 2000!",Auction,https://www.ebay.de/itm/115192698314?hash=item1ad20515ca:g:AuMAAOSwOgdh4e3~
115192706592,💎PSA 10 POLIWHIRL 38/102 1st FIRST EDITION SET BASE ITALIANO 2000!,Poliwhirl,English,Brandneu,2022-01-19 22:45:00,20,131.0,EUR,15,amedeodibiase,1804,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Poliwhirl/English/131,00/💎PSA 10 POLIWHIRL 38/102 1st FIRST EDITION SET BASE ITALIANO 2000!",Auction,https://www.ebay.de/itm/115192706592?hash=item1ad2053620:g:CiQAAOSw3kVh4e6L
384688059259,Pokemon Karte Gym Challenge Trainer Sabrina 110/132 WOTC 2000 PSA 10,,,Gebraucht,2022-01-19 22:45:00,,60.0,EUR,4.99,phinnixcards_de,315,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/60,00/Pokemon Karte Gym Challenge Trainer Sabrina 110/132 WOTC 2000 PSA 10",Preisvorschlag akzeptiert,https://www.ebay.de/itm/384688059259?hash=item599131f37b:g:j7sAAOSwRTxh6ElB
115192709288,💎PSA 10 ELECTRODE 21/102 1st FIRST EDITION SET BASE ITALIANO 2000!,Electrode,English,Brandneu,2022-01-19 22:47:00,29,106.0,EUR,15,amedeodibiase,1804,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Electrode/English/106,00/💎PSA 10 ELECTRODE 21/102 1st FIRST EDITION SET BASE ITALIANO 2000!",Auction,https://www.ebay.de/itm/115192709288?hash=item1ad20540a8:g:q7kAAOSw4Phh4e8R
115192713399,💎PSA 10 PIDGEOTTO 22/102 1st FIRST EDITION SET BASE ITALIANO 2000!,Pidgeotto,English,Brandneu,2022-01-19 22:49:00,22,252.0,EUR,15,amedeodibiase,1804,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Pidgeotto/English/252,00/💎PSA 10 PIDGEOTTO 22/102 1st FIRST EDITION SET BASE ITALIANO 2000!",Auction,https://www.ebay.de/itm/115192713399?hash=item1ad20550b7:g:xbEAAOSwJ2dh4e-K
115192717370,💎PSA 10 ENERGIA INCOLORE DOPPIA 96/102 1st FIRST EDITION SET BASE ITALIANO 2000,,,Brandneu,2022-01-19 22:52:00,11,141.0,EUR,15,amedeodibiase,1804,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/141,00/💎PSA 10 ENERGIA INCOLORE DOPPIA 96/102 1st FIRST EDITION SET BASE ITALIANO 2000",Auction,https://www.ebay.de/itm/115192717370?hash=item1ad205603a:g:uh4AAOSwYR1h4fAz
175107954521,1999 Pokemon German Glumanda 1st Edition Base Set 46/102 Pocket Monsters PSA 10,Charmander,German,Gebraucht,2022-01-20 03:23:00,3,3.5,EUR,0.85,tyy99exkp,8,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Charmander/German/3,50/1999 Pokemon German Glumanda 1st Edition Base Set 46/102 Pocket Monsters PSA 10",Auction,https://www.ebay.de/itm/175107954521?hash=item28c53f5759:g:9~wAAOSw6jdh34w7
175109063519,Pokemon Sterndu 1. Edition Deutsch 59/102 Base Set PSA 10 Gem Mint Original,Staryu,German,Gebraucht,2022-01-20 21:03:00,18,80.0,EUR,Kostenloser Versand,*absoluter*,270,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Staryu/German/80,00/Pokemon Sterndu 1. Edition Deutsch 59/102 Base Set PSA 10 Gem Mint Original",Auction,https://www.ebay.de/itm/175109063519?hash=item28c550435f:g:1MwAAOSw3Gth4IU9
313833362973,Pokemon Supertrank Base Set 1.Edition PSA 10,,,Gebraucht,2022-01-21 15:25:00,1,72.0,EUR,4.99,mattbit59,40,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/72,00/Pokemon Supertrank Base Set 1.Edition PSA 10",Auction,https://www.ebay.de/itm/313833362973?hash=item4911ed161d:g:LRMAAOSwN8ZhqidL
265509037631,1999 Pokemon German Pikachu 1st Edition 1. Base Set 58/102 Deutsch PSA 10,Pikachu,English,Gebraucht,2022-01-22 00:59:00,,490.0,EUR,Kostenloser Versand,stumbes16,221,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Pikachu/English/490,00/1999 Pokemon German Pikachu 1st Edition 1. Base Set 58/102 Deutsch PSA 10",Preisvorschlag akzeptiert,https://www.ebay.de/itm/265509037631?hash=item3dd192663f:g:PCwAAOSw7Cdh6FbX
185260433125,Vulpix PSA 10 - 1. Edition Pokémon - low Pop Base Set - Kein Glurak,Vulpix,English,0,2022-01-22 20:34:00,28,91.0,EUR,4.99,fiasko59,27,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Vulpix/English/91,00/Vulpix PSA 10 - 1. Edition Pokémon - low Pop Base Set - Kein Glurak",Auction,https://www.ebay.de/itm/185260433125?hash=item2b2261dee5:g:YggAAOSwYbJh5YRS
185260433891,Machollo PSA 10 - 1. Edition Pokémon - low Pop Base Set - Kein Glurak ,Machop,German,Gebraucht,2022-01-22 20:35:00,37,101.0,EUR,4.99,fiasko59,27,[],"cards/ebay/PSA 10s/Machop/German/101,00/Machollo PSA 10 - 1. Edition Pokémon - low Pop Base Set - Kein Glurak ",Auction,https://www.ebay.de/itm/185260433891?hash=item2b2261e1e3:g:12IAAOSwg7Bh5YKa
185260434925,Taubsi PSA 10 - 1. Edition Pokémon - low Pop Base Set - Kein Glurak,Pidgey,German,Gebraucht,2022-01-22 20:35:00,29,101.0,EUR,4.99,fiasko59,27,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Pidgey/German/101,00/Taubsi PSA 10 - 1. Edition Pokémon - low Pop Base Set - Kein Glurak",Auction,https://www.ebay.de/itm/185260434925?hash=item2b2261e5ed:g:MCQAAOSwIblh5YqZ
185260435650,Safcon PSA 10 - 1. Edition Pokémon - low Pop Base Set - Kein Glurak,Metapod,German,Gebraucht,2022-01-22 20:36:00,29,73.01,EUR,4.99,fiasko59,27,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Metapod/German/73,01/Safcon PSA 10 - 1. Edition Pokémon - low Pop Base Set - Kein Glurak",Auction,https://www.ebay.de/itm/185260435650?hash=item2b2261e8c2:g:66QAAOSwo~Rh5Ytj
255331635991,Pikachu 1st Edition Base 1999 PSA 10 spanische 58/102 Pokemon-niedrige Pop Edels...,Pikachu,English,Gebraucht,2022-01-23 13:36:00,,300.33,EUR,20.93,angiepmhp,764,[],,Preisvorschlag akzeptiert,https://www.ebay.de/itm/255331635991?hash=item3b72f39317:g:vvcAAOSw1CRh4ZO5
373878338761,"Bulbasaur 1999-2000 ""4th Druck"" | PSA 10 | Base Set | Pokemon",Bulbasaur,English,Gebraucht,2022-01-23 19:10:00,0,174.2,EUR,18.02,swailord,56,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Bulbasaur/English/174,20/Bulbasaur 1999-2000 ""4th Druck"" | PSA 10 | Base Set | Pokemon",Sofort-Kaufen,https://www.ebay.de/itm/373878338761?hash=item570ce2b4c9:g:WuEAAOSwu2hh42Ak
175099342708,Pokémon 1. Edition Basis Set - 18/102 Dragonir - Deutsch - PSA 10 - Gem Mint,Dragonair,German,Gebraucht,2022-01-23 19:10:00,59,357.0,EUR,4.99,Not found.,Not found.,[],,Auction,https://www.ebay.de/itm/175099342708?hash=item28c4bbef74:g:J68AAOSw9kZh2ChD
175099344246,Pokémon 1. Edition Basis Set - 19/102 Digdri - Deutsch - PSA 10 - Gem Mint,Dugtrio,German,Gebraucht,2022-01-23 19:12:00,22,100.0,EUR,4.99,theakblack93,117,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Dugtrio/German/100,00/Pokémon 1. Edition Basis Set - 19/102 Digdri - Deutsch - PSA 10 - Gem Mint",Auction,https://www.ebay.de/itm/175099344246?hash=item28c4bbf576:g:hFsAAOSw~Ihh2ClR
175099345167,Pokémon 1. Edition Basis Set - 20/102 Elektek - Deutsch - PSA 10 - Gem Mint,Electabuzz,German,Gebraucht,2022-01-23 19:14:00,66,171.0,EUR,4.99,theakblack93,117,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Electabuzz/German/171,00/Pokémon 1. Edition Basis Set - 20/102 Elektek - Deutsch - PSA 10 - Gem Mint",Auction,https://www.ebay.de/itm/175099345167?hash=item28c4bbf90f:g:MBEAAOSw8Jxh2Cn3
175099346889,Pokémon 1. Edition Basis Set - 22/102 Tauboga - Deutsch - PSA 10 - Gem Mint,Pidgeotto,German,Gebraucht,2022-01-23 19:16:00,20,132.0,EUR,4.99,theakblack93,117,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Pidgeotto/German/132,00/Pokémon 1. Edition Basis Set - 22/102 Tauboga - Deutsch - PSA 10 - Gem Mint",Auction,https://www.ebay.de/itm/175099346889?hash=item28c4bbffc9:g:vVgAAOSwpzJh2Cph
175099351536,Pokémon 1. Edition Basis Set - 71/102 Computersuche - Deutsch - PSA 10 Gem Mint,,,Gebraucht,2022-01-23 19:18:00,21,63.0,EUR,4.99,theakblack93,117,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/63,00/Pokémon 1. Edition Basis Set - 71/102 Computersuche - Deutsch - PSA 10 Gem Mint",Auction,https://www.ebay.de/itm/175099351536?hash=item28c4bc11f0:g:4~sAAOSwMmRh2Crc
284611663143,Pokemon Karte Pikachu #58/102 1st Edition Deutsch Base Set PSA 10 MINT,Pikachu,English,Gebraucht,2022-01-23 20:05:00,31,420.5,EUR,5.99,jaquylars,112,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Pikachu/English/420,50/Pokemon Karte Pikachu #58/102 1st Edition Deutsch Base Set PSA 10 MINT",Auction,https://www.ebay.de/itm/284611663143?hash=item42442d5527:g:abEAAOSw7l9h5E6U
313840603033,Pokemon Karte Pikachu 58/102 Base Set PSA 10 englisch,Pikachu,English,Gebraucht,2022-01-23 20:56:00,15,88.0,EUR,5.99,janmei_7663,50,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Pikachu/English/88,00/Pokemon Karte Pikachu 58/102 Base Set PSA 10 englisch",Auction,https://www.ebay.de/itm/313840603033?hash=item49125b8f99:g:ltYAAOSwJ2dh6GLn
185075243575,PSA 10 1 Edition Feuer Energie Pokémon Basis Set 98/102 in Deutsch,,,Gebraucht,2022-01-23 20:56:00,,69.95,EUR,4.99,actrading94,203,[],,Sofort-Kaufen,https://www.ebay.de/itm/185075243575?hash=item2b17581a37:g:nDYAAOSwBhZhUdmj
294714497506,PSA 10 1 Edition Bibor Pokémon Base Set 17/102 Deutsch 1st Rare GEM MINT 1999,Beedrill,German,Gebraucht,2022-01-23 21:04:00,44,130.0,EUR,Kostenloser Versand,baseset,2552,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Beedrill/German/130,00/PSA 10 1 Edition Bibor Pokémon Base Set 17/102 Deutsch 1st Rare GEM MINT 1999",Auction,https://www.ebay.de/itm/294714497506?hash=item449e5a59e2:g:XWwAAOSwAP9hqNyP
275118035490,Pokemon karte beedrill Bibor 21/130 base Set 2 Set PSA 10 Gem Mint,Beedrill,English,Gebraucht,2022-01-23 21:51:00,31,38.5,EUR,Kostenloser Versand,fabik_123,383,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Beedrill/English/38,50/Pokemon karte beedrill Bibor 21/130 base Set 2 Set PSA 10 Gem Mint",Auction,https://www.ebay.de/itm/275118035490?hash=item400e501222:g:MwUAAOSw5F1h3~xZ
304271686505,Topps Finest Champions League 19/20 - PSA 10 Base - Rookie Jadon Sancho 26,,,Gebraucht,2022-01-24 00:23:00,,75.0,EUR,3.15,thuluca,3118,[],,Preisvorschlag akzeptiert,https://www.ebay.de/itm/304271686505?hash=item46d8017b69:g:lZ0AAOSwCaxhh-Si
384683938036,Lotto Carte Pokèmon - PSA 10! Lotto Jap - Set base - Neo Genesis / Promo,,,Brandneu,2022-01-25 12:59:00,2,80.0,EUR,19.9,fabrbuon-49,7,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/80,00/Lotto Carte Pokèmon - PSA 10! Lotto Jap - Set base - Neo Genesis / Promo",Auction,https://www.ebay.de/itm/384683938036?hash=item5990f310f4:g:YCQAAOSwNgVh5WJl
154804011679,Charmander Base Set PSA 10 Gem Mint 46/102,Charmander,English,Gebraucht,2022-01-25 18:56:00,27,131.53,EUR,27.88,geekoutindustries_7,1296,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Charmander/English/131,53/Charmander Base Set PSA 10 Gem Mint 46/102",Auction,https://www.ebay.de/itm/154804011679?hash=item240b09c29f:g:nk4AAOSwPD9h6aH7
373878295742,Lass | PSA 10 | Base Set Unlimited | Pokemon,0,0,Gebraucht,2022-01-25 19:03:00,0,128.67,EUR,21.44,swailord,56,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/128,67/Lass | PSA 10 | Base Set Unlimited | Pokemon",Preisvorschlag akzeptiert,https://www.ebay.de/itm/373878295742?hash=item570ce20cbe:g:aO0AAOSwXdlh41pP
373878298632,Scoop Up | PSA 10 | Base Set Unlimited | Pokemon,,,Gebraucht,2022-01-25 19:03:00,,128.67,EUR,21.44,swailord,56,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/128,67/Scoop Up | PSA 10 | Base Set Unlimited | Pokemon",Preisvorschlag akzeptiert,https://www.ebay.de/itm/373878298632?hash=item570ce21808:g:RikAAOSws4Nh41rf
373878297488,Pokemon Züchter | PSA 10 | Base Set Unlimited | Pokemon,,,Gebraucht,2022-01-25 20:06:00,,100.07,EUR,21.44,swailord,56,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/100,07/Pokemon Züchter | PSA 10 | Base Set Unlimited | Pokemon",Sofort-Kaufen,https://www.ebay.de/itm/373878297488?hash=item570ce21390:g:IhgAAOSwEFxh41qW
284612675146,2000 Pokemon Base II Beedrill #21 PSA 10 Gem mint,Beedrill,English,Gebraucht,2022-01-25 20:39:00,,70.88,EUR,12.15,collectablepower,4174,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Beedrill/English/70,88/2000 Pokemon Base II Beedrill #21 PSA 10 Gem mint",Sofort-Kaufen,https://www.ebay.de/itm/284612675146?hash=item42443cc64a:g:7k0AAOSwPIdh5VYo
255311917997,Pokemon MACHOKE - 1St Edition - Base Set # 34 - PSA 10 GEM MT - english,Machoke,English,Gebraucht,2022-01-25 21:50:00,0,311.0,EUR,Kostenloser Versand,nigel_wenzel,1957,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Machoke/English/311,00/Pokemon MACHOKE - 1St Edition - Base Set # 34 - PSA 10 GEM MT - english",Sofort-Kaufen,https://www.ebay.de/itm/255311917997?hash=item3b71c6b3ad:g:QcYAAOSwPx1h0x8W
255311926858,Pokemon POLIWHIRL - 1St Edition - Base Set # 38 - PSA 10 GEM MT - english,Poliwhirl,English,Gebraucht,2022-01-25 21:50:00,,311.0,EUR,Kostenloser Versand,nigel_wenzel,1957,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Poliwhirl/English/311,00/Pokemon POLIWHIRL - 1St Edition - Base Set # 38 - PSA 10 GEM MT - english",Sofort-Kaufen,https://www.ebay.de/itm/255311926858?hash=item3b71c6d64a:g:c5QAAOSwJ-Vh0yC8
144372483185,Porenta 1. Edition Pokemon Base Set Deutsch 1999 TCG PSA 10 GEM MINT,Farfetch'd,German,,2022-01-26 21:45:00,,175.0,EUR,4.9,pokeedition,22,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Farfetch'd/German/175,00/Porenta 1. Edition Pokemon Base Set Deutsch 1999 TCG PSA 10 GEM MINT",Sofort-Kaufen,https://www.ebay.de/itm/144372483185?hash=item219d454471:g:UOEAAOSwDfVhHjZp
175119008605,1999 Pokemon German Glumanda 1st Edition Base Set 46/102 Pocket Monsters PSA 10,Charmander,German,Gebraucht,2022-01-27 04:55:00,13,12.8,EUR,0.85,tyy99exkp,8,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Charmander/German/12,80/1999 Pokemon German Glumanda 1st Edition Base Set 46/102 Pocket Monsters PSA 10",Auction,https://www.ebay.de/itm/175119008605?hash=item28c5e8035d:g:9~wAAOSw6jdh34w7
275111090855,Pokémon 1997 Carddass Hitmonchan und Hitmonlee Pop 14 & 9 PSA 10 Pocket Monsters,Hitmonchan,English,Gebraucht,2022-01-28 02:25:00,,720.82,EUR,26.12,pokemonplanet96,315,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Hitmonchan/English/720,82/Pokémon 1997 Carddass Hitmonchan und Hitmonlee Pop 14 & 9 PSA 10 Pocket Monsters",Sofort-Kaufen,https://www.ebay.de/itm/275111090855?hash=item400de61aa7:g:bK4AAOSwmDFhitez
